system:index,id,temperature_2m,time,total_precipitation_sum,latitude,longitude
72,201001,282.0995566,2010-01-01 0:00:00,0.2109230812,-121.497142177165000,38.22331534
73,201002,283.5958719,2010-02-01 0:00:00,0.09223880424,-121.497142177165000,38.22331534
74,201003,284.8112894,2010-03-01 0:00:00,0.05719647678,-121.497142177165000,38.22331534
75,201004,285.8618379,2010-04-01 0:00:00,0.07636159841,-121.497142177165000,38.22331534
76,201005,289.4706153,2010-05-01 0:00:00,0.0233505852,-121.497142177165000,38.22331534
77,201006,295.0719911,2010-06-01 0:00:00,3.42E-04,-121.497142177165000,38.22331534
78,201007,294.6355148,2010-07-01 0:00:00,3.45E-05,-121.497142177165000,38.22331534
79,201008,293.7437092,2010-08-01 0:00:00,0.001555176905,-121.497142177165000,38.22331534
80,201009,295.2764395,2010-09-01 0:00:00,2.90E-04,-121.497142177165000,38.22331534
81,201010,291.3608572,2010-10-01 0:00:00,0.06623631457,-121.497142177165000,38.22331534
82,201011,284.924232,2010-11-01 0:00:00,0.06780296174,-121.497142177165000,38.22331534
83,201012,283.0213642,2010-12-01 0:00:00,0.1570048076,-121.497142177165000,38.22331534
84,201001,282.1412548,2010-01-01 0:00:00,0.2109940108,-121.407310648753000,38.22331534
85,201002,283.6495886,2010-02-01 0:00:00,0.09598368957,-121.407310648753000,38.22331534
86,201003,284.7858568,2010-03-01 0:00:00,0.05933324369,-121.407310648753000,38.22331534
87,201004,285.8105141,2010-04-01 0:00:00,0.08127202276,-121.407310648753000,38.22331534
88,201005,289.4985943,2010-05-01 0:00:00,0.02458717296,-121.407310648753000,38.22331534
89,201006,295.3368078,2010-06-01 0:00:00,2.70E-04,-121.407310648753000,38.22331534
90,201007,294.977464,2010-07-01 0:00:00,3.54E-05,-121.407310648753000,38.22331534
91,201008,293.9924543,2010-08-01 0:00:00,0.00201502674,-121.407310648753000,38.22331534
92,201009,295.4427671,2010-09-01 0:00:00,2.52E-04,-121.407310648753000,38.22331534
93,201010,291.4116437,2010-10-01 0:00:00,0.07224283853,-121.407310648753000,38.22331534
94,201011,284.6951033,2010-11-01 0:00:00,0.07377820817,-121.407310648753000,38.22331534
95,201012,283.04917,2010-12-01 0:00:00,0.1639363808,-121.407310648753000,38.22331534
96,201001,282.1652095,2010-01-01 0:00:00,0.2130742427,-121.317479120341000,38.22331534
97,201002,283.6592002,2010-02-01 0:00:00,0.09997080817,-121.317479120341000,38.22331534
98,201003,284.74146,2010-03-01 0:00:00,0.06191484006,-121.317479120341000,38.22331534
99,201004,285.7328042,2010-04-01 0:00:00,0.08743460659,-121.317479120341000,38.22331534
100,201005,289.3917762,2010-05-01 0:00:00,0.02693789074,-121.317479120341000,38.22331534
101,201006,295.4865962,2010-06-01 0:00:00,2.81E-04,-121.317479120341000,38.22331534
102,201007,295.2523689,2010-07-01 0:00:00,3.52E-05,-121.317479120341000,38.22331534
103,201008,294.1713595,2010-08-01 0:00:00,0.002161058119,-121.317479120341000,38.22331534
104,201009,295.5527171,2010-09-01 0:00:00,2.12E-04,-121.317479120341000,38.22331534
105,201010,291.3509,2010-10-01 0:00:00,0.0798765097,-121.317479120341000,38.22331534
106,201011,284.4098006,2010-11-01 0:00:00,0.0803963503,-121.317479120341000,38.22331534
107,201012,283.0525853,2010-12-01 0:00:00,0.1729658139,-121.317479120341000,38.22331534
108,201001,282.179955,2010-01-01 0:00:00,0.2186851706,-121.227647591929000,38.22331534
109,201002,283.5792209,2010-02-01 0:00:00,0.1043631489,-121.227647591929000,38.22331534
110,201003,284.6171451,2010-03-01 0:00:00,0.06544572981,-121.227647591929000,38.22331534
111,201004,285.6252629,2010-04-01 0:00:00,0.09591543857,-121.227647591929000,38.22331534
112,201005,289.0901103,2010-05-01 0:00:00,0.03149494896,-121.227647591929000,38.22331534
113,201006,295.4746685,2010-06-01 0:00:00,4.55E-04,-121.227647591929000,38.22331534
114,201007,295.4583869,2010-07-01 0:00:00,3.14E-05,-121.227647591929000,38.22331534
115,201008,294.2644139,2010-08-01 0:00:00,0.001699926785,-121.227647591929000,38.22331534
116,201009,295.5894142,2010-09-01 0:00:00,1.71E-04,-121.227647591929000,38.22331534
117,201010,291.1489668,2010-10-01 0:00:00,0.09053344765,-121.227647591929000,38.22331534
118,201011,284.1096623,2010-11-01 0:00:00,0.08818891254,-121.227647591929000,38.22331534
119,201012,282.9958607,2010-12-01 0:00:00,0.1859172327,-121.227647591929000,38.22331534
120,201001,282.2719803,2010-01-01 0:00:00,0.2236545887,-121.137816063517000,38.22331534
121,201002,283.5772881,2010-02-01 0:00:00,0.1085689421,-121.137816063517000,38.22331534
122,201003,284.5647022,2010-03-01 0:00:00,0.06957557173,-121.137816063517000,38.22331534
123,201004,285.5581649,2010-04-01 0:00:00,0.1045488882,-121.137816063517000,38.22331534
124,201005,289.0270931,2010-05-01 0:00:00,0.03679946432,-121.137816063517000,38.22331534
125,201006,295.7204395,2010-06-01 0:00:00,6.91E-04,-121.137816063517000,38.22331534
126,201007,295.9541026,2010-07-01 0:00:00,3.06E-05,-121.137816063517000,38.22331534
127,201008,294.6554458,2010-08-01 0:00:00,0.001098039082,-121.137816063517000,38.22331534
128,201009,295.7319571,2010-09-01 0:00:00,1.49E-04,-121.137816063517000,38.22331534
129,201010,291.1115713,2010-10-01 0:00:00,0.1014484737,-121.137816063517000,38.22331534
130,201011,284.0001516,2010-11-01 0:00:00,0.09602719155,-121.137816063517000,38.22331534
131,201012,283.0169277,2010-12-01 0:00:00,0.1993285758,-121.137816063517000,38.22331534
132,201001,282.1765686,2010-01-01 0:00:00,0.2277738955,-121.047984535105000,38.22331534
133,201002,283.3923167,2010-02-01 0:00:00,0.1127936299,-121.047984535105000,38.22331534
134,201003,284.2804989,2010-03-01 0:00:00,0.07414945336,-121.047984535105000,38.22331534
135,201004,285.3184839,2010-04-01 0:00:00,0.1137383598,-121.047984535105000,38.22331534
136,201005,288.677237,2010-05-01 0:00:00,0.04236890742,-121.047984535105000,38.22331534
137,201006,295.3266813,2010-06-01 0:00:00,8.80E-04,-121.047984535105000,38.22331534
138,201007,296.046981,2010-07-01 0:00:00,3.06E-05,-121.047984535105000,38.22331534
139,201008,294.7417062,2010-08-01 0:00:00,6.20E-04,-121.047984535105000,38.22331534
140,201009,295.5410608,2010-09-01 0:00:00,1.35E-04,-121.047984535105000,38.22331534
141,201010,290.9278436,2010-10-01 0:00:00,0.1119130377,-121.047984535105000,38.22331534
142,201011,283.6704858,2010-11-01 0:00:00,0.1038216313,-121.047984535105000,38.22331534
143,201012,282.869514,2010-12-01 0:00:00,0.2136266721,-121.047984535105000,38.22331534
144,201001,282.1765686,2010-01-01 0:00:00,0.2277738955,-120.958153006693000,38.22331534
145,201002,283.3923167,2010-02-01 0:00:00,0.1127936299,-120.958153006693000,38.22331534
146,201003,284.2804989,2010-03-01 0:00:00,0.07414945336,-120.958153006693000,38.22331534
147,201004,285.3184839,2010-04-01 0:00:00,0.1137383598,-120.958153006693000,38.22331534
148,201005,288.677237,2010-05-01 0:00:00,0.04236890742,-120.958153006693000,38.22331534
149,201006,295.3266813,2010-06-01 0:00:00,8.80E-04,-120.958153006693000,38.22331534
150,201007,296.046981,2010-07-01 0:00:00,3.06E-05,-120.958153006693000,38.22331534
151,201008,294.7417062,2010-08-01 0:00:00,6.20E-04,-120.958153006693000,38.22331534
152,201009,295.5410608,2010-09-01 0:00:00,1.35E-04,-120.958153006693000,38.22331534
153,201010,290.9278436,2010-10-01 0:00:00,0.1119130377,-120.958153006693000,38.22331534
154,201011,283.6704858,2010-11-01 0:00:00,0.1038216313,-120.958153006693000,38.22331534
155,201012,282.869514,2010-12-01 0:00:00,0.2136266721,-120.958153006693000,38.22331534
156,201001,281.8679486,2010-01-01 0:00:00,0.2296599205,-120.868321478281000,38.22331534
157,201002,282.9005971,2010-02-01 0:00:00,0.1179410125,-120.868321478281000,38.22331534
158,201003,283.8113078,2010-03-01 0:00:00,0.08162448676,-120.868321478281000,38.22331534
159,201004,284.7901311,2010-04-01 0:00:00,0.1267120707,-120.868321478281000,38.22331534
160,201005,288.1183965,2010-05-01 0:00:00,0.04979016254,-120.868321478281000,38.22331534
161,201006,294.9621089,2010-06-01 0:00:00,8.74E-04,-120.868321478281000,38.22331534
162,201007,296.3164887,2010-07-01 0:00:00,3.06E-05,-120.868321478281000,38.22331534
163,201008,294.9558437,2010-08-01 0:00:00,6.39E-04,-120.868321478281000,38.22331534
164,201009,295.3213722,2010-09-01 0:00:00,1.50E-04,-120.868321478281000,38.22331534
165,201010,290.5698757,2010-10-01 0:00:00,0.1213079367,-120.868321478281000,38.22331534
166,201011,283.2453339,2010-11-01 0:00:00,0.1127738467,-120.868321478281000,38.22331534
167,201012,282.5130057,2010-12-01 0:00:00,0.2333019269,-120.868321478281000,38.22331534
168,201001,282.0400152,2010-01-01 0:00:00,0.2230890002,-121.676805233989000,38.31314687
169,201002,283.3810252,2010-02-01 0:00:00,0.0904904212,-121.676805233989000,38.31314687
170,201003,284.5840392,2010-03-01 0:00:00,0.05489040287,-121.676805233989000,38.31314687
171,201004,285.5343205,2010-04-01 0:00:00,0.0736551303,-121.676805233989000,38.31314687
172,201005,289.1947548,2010-05-01 0:00:00,0.02286708722,-121.676805233989000,38.31314687
173,201006,294.9549664,2010-06-01 0:00:00,4.82E-04,-121.676805233989000,38.31314687
174,201007,294.5072964,2010-07-01 0:00:00,4.33E-05,-121.676805233989000,38.31314687
175,201008,293.6145745,2010-08-01 0:00:00,9.54E-04,-121.676805233989000,38.31314687
176,201009,295.3258508,2010-09-01 0:00:00,5.10E-04,-121.676805233989000,38.31314687
177,201010,291.1564616,2010-10-01 0:00:00,0.05823789278,-121.676805233989000,38.31314687
178,201011,285.1316051,2010-11-01 0:00:00,0.06181844679,-121.676805233989000,38.31314687
179,201012,282.9507183,2010-12-01 0:00:00,0.1555513186,-121.676805233989000,38.31314687
180,201001,282.0363295,2010-01-01 0:00:00,0.220941728,-121.586973705577000,38.31314687
181,201002,283.4520294,2010-02-01 0:00:00,0.0909730251,-121.586973705577000,38.31314687
182,201003,284.6629727,2010-03-01 0:00:00,0.05657274397,-121.586973705577000,38.31314687
183,201004,285.67395,2010-04-01 0:00:00,0.07629682306,-121.586973705577000,38.31314687
184,201005,289.3908496,2010-05-01 0:00:00,0.02307157585,-121.586973705577000,38.31314687
185,201006,295.1969911,2010-06-01 0:00:00,4.78E-04,-121.586973705577000,38.31314687
186,201007,294.8085003,2010-07-01 0:00:00,3.97E-05,-121.586973705577000,38.31314687
187,201008,293.843224,2010-08-01 0:00:00,0.001253577403,-121.586973705577000,38.31314687
188,201009,295.5070411,2010-09-01 0:00:00,5.07E-04,-121.586973705577000,38.31314687
189,201010,291.3100681,2010-10-01 0:00:00,0.06256693342,-121.586973705577000,38.31314687
190,201011,285.0188637,2010-11-01 0:00:00,0.06617079285,-121.586973705577000,38.31314687
191,201012,282.9678764,2010-12-01 0:00:00,0.1593708736,-121.586973705577000,38.31314687
192,201001,282.1140686,2010-01-01 0:00:00,0.2221142556,-121.497142177165000,38.31314687
193,201002,283.5645492,2010-02-01 0:00:00,0.09446628942,-121.497142177165000,38.31314687
194,201003,284.7177888,2010-03-01 0:00:00,0.0589510289,-121.497142177165000,38.31314687
195,201004,285.7580673,2010-04-01 0:00:00,0.0824466664,-121.497142177165000,38.31314687
196,201005,289.4521997,2010-05-01 0:00:00,0.02463500569,-121.497142177165000,38.31314687
197,201006,295.2861052,2010-06-01 0:00:00,3.75E-04,-121.497142177165000,38.31314687
198,201007,294.9498314,2010-07-01 0:00:00,3.48E-05,-121.497142177165000,38.31314687
199,201008,293.9410325,2010-08-01 0:00:00,0.001679601601,-121.497142177165000,38.31314687
200,201009,295.563245,2010-09-01 0:00:00,4.17E-04,-121.497142177165000,38.31314687
201,201010,291.3530578,2010-10-01 0:00:00,0.06976271907,-121.497142177165000,38.31314687
202,201011,284.8704153,2010-11-01 0:00:00,0.07285248843,-121.497142177165000,38.31314687
203,201012,283.0077028,2010-12-01 0:00:00,0.1679103268,-121.497142177165000,38.31314687
204,201001,282.1306386,2010-01-01 0:00:00,0.223411655,-121.407310648753000,38.31314687
205,201002,283.6162314,2010-02-01 0:00:00,0.0979860033,-121.407310648753000,38.31314687
206,201003,284.7037521,2010-03-01 0:00:00,0.0613545564,-121.407310648753000,38.31314687
207,201004,285.7252521,2010-04-01 0:00:00,0.08871905688,-121.407310648753000,38.31314687
208,201005,289.4185923,2010-05-01 0:00:00,0.02623333404,-121.407310648753000,38.31314687
209,201006,295.4317947,2010-06-01 0:00:00,2.75E-04,-121.407310648753000,38.31314687
210,201007,295.1782158,2010-07-01 0:00:00,3.57E-05,-121.407310648753000,38.31314687
211,201008,294.0790849,2010-08-01 0:00:00,0.002111943892,-121.407310648753000,38.31314687
212,201009,295.6385136,2010-09-01 0:00:00,3.25E-04,-121.407310648753000,38.31314687
213,201010,291.3363145,2010-10-01 0:00:00,0.07707863787,-121.407310648753000,38.31314687
214,201011,284.6244626,2010-11-01 0:00:00,0.07961077598,-121.407310648753000,38.31314687
215,201012,282.9971365,2010-12-01 0:00:00,0.1766211433,-121.407310648753000,38.31314687
216,201001,282.1150766,2010-01-01 0:00:00,0.2256914433,-121.317479120341000,38.31314687
217,201002,283.5345897,2010-02-01 0:00:00,0.1015531029,-121.317479120341000,38.31314687
218,201003,284.5623133,2010-03-01 0:00:00,0.06420407565,-121.317479120341000,38.31314687
219,201004,285.5519828,2010-04-01 0:00:00,0.09582658295,-121.317479120341000,38.31314687
220,201005,289.1833878,2010-05-01 0:00:00,0.02870072791,-121.317479120341000,38.31314687
221,201006,295.4204612,2010-06-01 0:00:00,2.34E-04,-121.317479120341000,38.31314687
222,201007,295.3220199,2010-07-01 0:00:00,3.49E-05,-121.317479120341000,38.31314687
223,201008,294.1383533,2010-08-01 0:00:00,0.002323868207,-121.317479120341000,38.31314687
224,201009,295.6062653,2010-09-01 0:00:00,2.33E-04,-121.317479120341000,38.31314687
225,201010,291.1461421,2010-10-01 0:00:00,0.08545690516,-121.317479120341000,38.31314687
226,201011,284.2647485,2010-11-01 0:00:00,0.08679060248,-121.317479120341000,38.31314687
227,201012,282.9329013,2010-12-01 0:00:00,0.1867436213,-121.317479120341000,38.31314687
228,201001,282.1253542,2010-01-01 0:00:00,0.2269867267,-121.227647591929000,38.31314687
229,201002,283.4674568,2010-02-01 0:00:00,0.104761904,-121.227647591929000,38.31314687
230,201003,284.4388149,2010-03-01 0:00:00,0.06894385191,-121.227647591929000,38.31314687
231,201004,285.4129338,2010-04-01 0:00:00,0.1037863213,-121.227647591929000,38.31314687
232,201005,288.9625061,2010-05-01 0:00:00,0.03381093213,-121.227647591929000,38.31314687
233,201006,295.3960987,2010-06-01 0:00:00,4.17E-04,-121.227647591929000,38.31314687
234,201007,295.5906875,2010-07-01 0:00:00,3.40E-05,-121.227647591929000,38.31314687
235,201008,294.3159827,2010-08-01 0:00:00,0.001955943635,-121.227647591929000,38.31314687
236,201009,295.6024079,2010-09-01 0:00:00,1.99E-04,-121.227647591929000,38.31314687
237,201010,291.0106913,2010-10-01 0:00:00,0.09519032875,-121.227647591929000,38.31314687
238,201011,283.988319,2010-11-01 0:00:00,0.09427176026,-121.227647591929000,38.31314687
239,201012,282.883241,2010-12-01 0:00:00,0.1989474339,-121.227647591929000,38.31314687
240,201001,282.1617757,2010-01-01 0:00:00,0.2280490752,-121.137816063517000,38.31314687
241,201002,283.4332306,2010-02-01 0:00:00,0.1078646536,-121.137816063517000,38.31314687
242,201003,284.3470206,2010-03-01 0:00:00,0.07436605664,-121.137816063517000,38.31314687
243,201004,285.3646645,2010-04-01 0:00:00,0.1121129114,-121.137816063517000,38.31314687
244,201005,288.7971914,2010-05-01 0:00:00,0.03989716241,-121.137816063517000,38.31314687
245,201006,295.3553733,2010-06-01 0:00:00,6.83E-04,-121.137816063517000,38.31314687
246,201007,295.9472693,2010-07-01 0:00:00,3.14E-05,-121.137816063517000,38.31314687
247,201008,294.6113141,2010-08-01 0:00:00,0.001369061402,-121.137816063517000,38.31314687
248,201009,295.6983714,2010-09-01 0:00:00,1.85E-04,-121.137816063517000,38.31314687
249,201010,291.0339687,2010-10-01 0:00:00,0.1054823075,-121.137816063517000,38.31314687
250,201011,283.7992565,2010-11-01 0:00:00,0.1018957457,-121.137816063517000,38.31314687
251,201012,282.8822146,2010-12-01 0:00:00,0.2119874251,-121.137816063517000,38.31314687
252,201001,282.2244359,2010-01-01 0:00:00,0.2294120695,-121.047984535105000,38.31314687
253,201002,283.3874571,2010-02-01 0:00:00,0.1110878344,-121.047984535105000,38.31314687
254,201003,284.2760676,2010-03-01 0:00:00,0.07975410791,-121.047984535105000,38.31314687
255,201004,285.2845186,2010-04-01 0:00:00,0.1205706615,-121.047984535105000,38.31314687
256,201005,288.6352002,2010-05-01 0:00:00,0.04596898327,-121.047984535105000,38.31314687
257,201006,295.4061545,2010-06-01 0:00:00,9.39E-04,-121.047984535105000,38.31314687
258,201007,296.353304,2010-07-01 0:00:00,3.14E-05,-121.047984535105000,38.31314687
259,201008,294.9579649,2010-08-01 0:00:00,7.95E-04,-121.047984535105000,38.31314687
260,201009,295.7240605,2010-09-01 0:00:00,1.75E-04,-121.047984535105000,38.31314687
261,201010,291.0131117,2010-10-01 0:00:00,0.1158099745,-121.047984535105000,38.31314687
262,201011,283.6879473,2010-11-01 0:00:00,0.1095814368,-121.047984535105000,38.31314687
263,201012,282.8995302,2010-12-01 0:00:00,0.2252146197,-121.047984535105000,38.31314687
264,201001,282.2244359,2010-01-01 0:00:00,0.2294120695,-120.958153006693000,38.31314687
265,201002,283.3874571,2010-02-01 0:00:00,0.1110878344,-120.958153006693000,38.31314687
266,201003,284.2760676,2010-03-01 0:00:00,0.07975410791,-120.958153006693000,38.31314687
267,201004,285.2845186,2010-04-01 0:00:00,0.1205706615,-120.958153006693000,38.31314687
268,201005,288.6352002,2010-05-01 0:00:00,0.04596898327,-120.958153006693000,38.31314687
269,201006,295.4061545,2010-06-01 0:00:00,9.39E-04,-120.958153006693000,38.31314687
270,201007,296.353304,2010-07-01 0:00:00,3.14E-05,-120.958153006693000,38.31314687
271,201008,294.9579649,2010-08-01 0:00:00,7.95E-04,-120.958153006693000,38.31314687
272,201009,295.7240605,2010-09-01 0:00:00,1.75E-04,-120.958153006693000,38.31314687
273,201010,291.0131117,2010-10-01 0:00:00,0.1158099745,-120.958153006693000,38.31314687
274,201011,283.6879473,2010-11-01 0:00:00,0.1095814368,-120.958153006693000,38.31314687
275,201012,282.8995302,2010-12-01 0:00:00,0.2252146197,-120.958153006693000,38.31314687
276,201001,282.0230094,2010-01-01 0:00:00,0.2301630732,-120.868321478281000,38.31314687
277,201002,282.9698284,2010-02-01 0:00:00,0.1155580933,-120.868321478281000,38.31314687
278,201003,283.8980355,2010-03-01 0:00:00,0.08763352903,-120.868321478281000,38.31314687
279,201004,284.8182018,2010-04-01 0:00:00,0.1326427031,-120.868321478281000,38.31314687
280,201005,288.0864193,2010-05-01 0:00:00,0.05363645026,-120.868321478281000,38.31314687
281,201006,295.0265539,2010-06-01 0:00:00,0.001023164071,-120.868321478281000,38.31314687
282,201007,296.6169181,2010-07-01 0:00:00,3.14E-05,-120.868321478281000,38.31314687
283,201008,295.2153862,2010-08-01 0:00:00,6.00E-04,-120.868321478281000,38.31314687
284,201009,295.5188657,2010-09-01 0:00:00,1.86E-04,-120.868321478281000,38.31314687
285,201010,290.6770141,2010-10-01 0:00:00,0.1257029448,-120.868321478281000,38.31314687
286,201011,283.3791691,2010-11-01 0:00:00,0.1187561264,-120.868321478281000,38.31314687
287,201012,282.6133685,2010-12-01 0:00:00,0.2434329731,-120.868321478281000,38.31314687
288,201001,281.4076778,2010-01-01 0:00:00,0.2330053355,-120.778489949869000,38.31314687
289,201002,282.1145951,2010-02-01 0:00:00,0.1223769541,-120.778489949869000,38.31314687
290,201003,283.13303,2010-03-01 0:00:00,0.09865375729,-120.778489949869000,38.31314687
291,201004,283.7809894,2010-04-01 0:00:00,0.1496114004,-120.778489949869000,38.31314687
292,201005,287.0846526,2010-05-01 0:00:00,0.06331640849,-120.778489949869000,38.31314687
293,201006,294.3300152,2010-06-01 0:00:00,9.25E-04,-120.778489949869000,38.31314687
294,201007,296.7335438,2010-07-01 0:00:00,3.10E-05,-120.778489949869000,38.31314687
295,201008,295.2289137,2010-08-01 0:00:00,6.74E-04,-120.778489949869000,38.31314687
296,201009,295.0052426,2010-09-01 0:00:00,2.30E-04,-120.778489949869000,38.31314687
297,201010,289.9530662,2010-10-01 0:00:00,0.1364977632,-120.778489949869000,38.31314687
298,201011,282.8939179,2010-11-01 0:00:00,0.1310065797,-120.778489949869000,38.31314687
299,201012,281.8735646,2010-12-01 0:00:00,0.2679626239,-120.778489949869000,38.31314687
300,201001,280.9523477,2010-01-01 0:00:00,0.2360954191,-120.688658421457000,38.31314687
301,201002,281.4129611,2010-02-01 0:00:00,0.1293758954,-120.688658421457000,38.31314687
302,201003,282.5206781,2010-03-01 0:00:00,0.1098937181,-120.688658421457000,38.31314687
